Person Count,Height (cm),Weight (kg),Gender,Age,Time of Day,Density Level,Occlusion Level,Clothing Color,Posture,Carrying Object,Facial Visibility,Emotion,Group Size,Distance from Camera (m),Walking Speed (m/s)
16,186,55,Male,50,Evening,High,High,Black,Moving,No Object,Visible,Neutral,6,5,1.03
10,182,73,Male,33,Evening,Low,Low,Brown,Upright,No Object,Not Visible,Neutral,1,32,2.34
5,159,79,Male,24,Afternoon,Medium,Medium,Green,Moving,No Object,Visible,Neutral,11,25,1.75
8,182,93,Female,35,Morning,Medium,High,Red,Moving,No Object,Partially Visible,Happy,6,50,2.16
24,152,72,Female,17,Morning,Very High,Low,Blue,Moving,Laptop,Partially Visible,Neutral,5,52,1.92
13,158,91,Male,56,Night,Low,Medium,Brown,Moving,No Object,Not Visible,Happy,7,12,1.81
14,154,92,Male,45,Night,Low,High,Green,Moving,Purse,Not Visible,Neutral,1,36,2.02
14,150,71,Female,27,Afternoon,Very High,Medium,Red,Upright,Purse,Partially Visible,Neutral,10,44,1.46
20,149,66,Female,50,Night,Low,High,Brown,Upright,Purse,Visible,Neutral,3,19,1.89
6,153,52,Female,14,Night,Very High,Low,Brown,Upright,Purse,Visible,Sad,3,56,1.94
6,150,58,Male,30,Evening,High,Medium,Black,Upright,No Object,Not Visible,Neutral,7,54,1.83
10,162,88,Male,43,Evening,Medium,Low,Purple,Upright,No Object,Partially Visible,Happy,8,14,1.88
14,148,51,Male,13,Night,High,Low,Yellow,Moving,Purse,Not Visible,Sad,1,5,1.44
18,147,64,Female,46,Evening,High,High,Red,Moving,Bag,Partially Visible,Neutral,7,36,1.52
14,189,79,Female,51,Night,Low,Low,Purple,Mixed,No Object,Visible,Neutral,2,53,2.82
13,148,57,Female,40,Night,Very High,High,Red,Upright,No Object,Visible,Happy,11,42,1.35
23,148,93,Male,21,Morning,Very High,Medium,Black,Moving,Bag,Visible,Neutral,5,46,1.72
8,146,77,Male,47,Evening,Very High,High,Purple,Moving,Purse,Partially Visible,Neutral,6,44,1.45
16,150,46,Female,28,Evening,High,High,Purple,Mixed,Purse,Visible,Sad,7,13,1.14
15,168,57,Female,47,Night,Medium,Medium,Red,Moving,Purse,Visible,Neutral,2,8,1.72
14,182,82,Male,42,Afternoon,Medium,High,Red,Upright,Laptop,Partially Visible,Neutral,2,8,1.43
21,178,88,Female,16,Night,Low,High,Blue,Upright,Purse,Visible,Neutral,11,59,2.29
10,171,91,Female,16,Afternoon,Medium,Medium,Blue,Mixed,Purse,Visible,Sad,7,57,2.23
24,148,87,Male,12,Afternoon,High,Medium,Blue,Moving,Purse,Visible,Happy,3,50,2.19
11,179,48,Female,15,Morning,High,Low,Green,Moving,No Object,Partially Visible,Neutral,8,8,1.37
15,146,81,Female,26,Afternoon,Medium,Low,Green,Moving,Bag,Visible,Happy,10,53,2.41
15,173,50,Female,13,Night,Medium,Low,Brown,Moving,Bag,Partially Visible,Neutral,9,58,2.48
21,163,48,Male,57,Evening,High,Medium,Yellow,Moving,Purse,Not Visible,Neutral,5,48,1.77
13,184,79,Female,55,Evening,Medium,Low,Black,Mixed,No Object,Partially Visible,Neutral,8,28,1.88
10,158,68,Male,20,Night,Very High,Medium,Green,Mixed,Purse,Not Visible,Sad,10,10,0.73
5,173,77,Female,26,Afternoon,High,Medium,Black,Upright,No Object,Visible,Neutral,3,24,1.66
12,164,87,Male,47,Evening,Low,Medium,Brown,Upright,Purse,Visible,Happy,9,16,2.04
21,168,48,Female,43,Afternoon,Low,High,Purple,Upright,No Object,Visible,Happy,11,40,2.16
5,187,71,Female,39,Night,High,High,Purple,Upright,Laptop,Partially Visible,Happy,4,53,1.87
22,177,86,Male,59,Afternoon,Medium,High,Blue,Moving,Bag,Visible,Neutral,10,32,1.61
15,163,67,Male,42,Night,High,Medium,Purple,Moving,No Object,Not Visible,Neutral,1,7,1.27
7,165,71,Male,44,Evening,Low,Low,Yellow,Upright,Purse,Partially Visible,Neutral,5,26,2.28
11,176,69,Female,36,Night,Low,High,Red,Upright,Laptop,Not Visible,Happy,4,48,2.3
16,160,90,Female,37,Night,Medium,Low,Black,Bending,No Object,Visible,Happy,1,40,2.5
11,152,47,Female,25,Night,High,Low,Blue,Moving,No Object,Partially Visible,Happy,7,7,1.53
7,166,88,Male,37,Afternoon,Very High,Low,Black,Bending,No Object,Visible,Neutral,6,24,1.45
18,148,85,Male,56,Evening,Very High,Medium,Red,Upright,Laptop,Partially Visible,Neutral,5,24,1.24
18,152,85,Male,30,Afternoon,Medium,Medium,Green,Upright,No Object,Partially Visible,Happy,10,6,1.41
7,163,65,Female,18,Morning,High,Low,Brown,Bending,No Object,Visible,Neutral,3,24,1.86
10,180,70,Female,40,Evening,Low,High,Green,Bending,No Object,Not Visible,Happy,10,50,2.14
9,180,63,Male,49,Afternoon,Medium,Low,Red,Moving,No Object,Partially Visible,Neutral,7,12,1.67
18,156,57,Male,58,Afternoon,Very High,Low,Green,Mixed,No Object,Partially Visible,Sad,10,33,1.35
19,163,88,Female,38,Morning,Medium,Low,Black,Upright,Purse,Visible,Neutral,1,41,2.47
19,151,70,Female,49,Evening,Very High,Low,Yellow,Upright,No Object,Visible,Happy,11,42,1.7
23,178,81,Male,24,Evening,Low,High,Red,Upright,Purse,Visible,Happy,1,23,2.14
20,156,50,Female,32,Morning,Low,Low,Black,Upright,Purse,Partially Visible,Happy,8,36,2.45
11,180,84,Male,32,Evening,Medium,Low,Blue,Upright,Laptop,Visible,Sad,9,44,2.1
7,182,77,Male,27,Morning,Very High,Low,Blue,Upright,No Object,Not Visible,Neutral,2,38,1.61
17,176,94,Male,46,Morning,Medium,High,Red,Upright,Purse,Not Visible,Neutral,1,51,2.02
23,159,51,Female,54,Afternoon,High,High,Yellow,Moving,Purse,Visible,Neutral,1,17,1.42
24,187,72,Female,27,Afternoon,Low,Medium,Purple,Upright,Purse,Partially Visible,Happy,2,10,2.02
9,175,70,Male,18,Night,High,Medium,Brown,Moving,No Object,Visible,Neutral,2,56,2.17
9,174,71,Female,51,Morning,Medium,High,Green,Upright,No Object,Visible,Neutral,11,45,1.89
5,183,47,Female,52,Afternoon,Low,Low,Purple,Upright,Purse,Visible,Sad,3,29,2.29
7,184,68,Female,56,Evening,High,Low,Black,Upright,No Object,Not Visible,Neutral,9,36,1.6
16,148,59,Female,24,Morning,High,Medium,Black,Upright,Bag,Not Visible,Happy,1,55,2.16
15,184,75,Male,46,Night,Medium,Low,Brown,Upright,Laptop,Visible,Neutral,8,52,2.46
12,179,56,Male,46,Evening,Low,Medium,Brown,Moving,Purse,Visible,Happy,5,49,2.6
11,154,66,Male,49,Night,Low,Medium,Black,Mixed,Bag,Visible,Happy,6,37,2.37
21,158,76,Male,50,Night,Very High,Low,Black,Upright,Purse,Partially Visible,Happy,9,44,1.74
14,178,48,Male,57,Morning,High,Medium,Green,Upright,No Object,Visible,Happy,3,36,2.0
21,154,84,Male,34,Afternoon,High,Low,Brown,Upright,No Object,Not Visible,Happy,1,30,1.94
24,165,80,Female,15,Evening,High,Low,Brown,Moving,Laptop,Not Visible,Sad,3,42,1.76
11,176,47,Male,21,Morning,High,High,Black,Upright,No Object,Visible,Neutral,9,6,1.01
9,174,48,Male,54,Afternoon,Low,Medium,Brown,Upright,Bag,Not Visible,Neutral,7,50,2.28
24,185,87,Male,52,Evening,Medium,Low,Red,Moving,No Object,Partially Visible,Happy,11,22,1.9
17,150,59,Male,12,Night,High,Low,Green,Moving,No Object,Partially Visible,Happy,10,34,1.8
10,158,88,Female,29,Afternoon,Low,Low,Purple,Bending,Purse,Not Visible,Happy,2,41,2.58
17,189,69,Female,23,Night,Low,Low,Yellow,Upright,Laptop,Visible,Happy,1,23,2.52
15,170,62,Male,27,Evening,High,Low,Yellow,Upright,Laptop,Partially Visible,Neutral,1,23,1.78
23,156,58,Female,42,Morning,Very High,Low,Purple,Upright,No Object,Visible,Happy,3,14,1.57
10,158,77,Female,36,Afternoon,High,High,Brown,Bending,No Object,Partially Visible,Happy,6,10,1.25
24,160,50,Female,35,Night,Low,High,Brown,Moving,Purse,Visible,Neutral,1,53,2.43
23,169,65,Male,32,Morning,Very High,High,Black,Upright,Bag,Visible,Sad,10,33,1.06
8,157,62,Female,42,Morning,Low,Medium,Yellow,Moving,No Object,Visible,Happy,6,42,2.42
8,172,52,Female,44,Afternoon,Low,Medium,Brown,Upright,Purse,Visible,Neutral,9,13,1.77
15,165,62,Female,14,Night,Very High,Medium,Black,Moving,No Object,Visible,Neutral,10,51,1.58
5,172,71,Male,18,Evening,High,High,Red,Upright,Purse,Visible,Neutral,1,21,1.57
10,151,78,Female,28,Morning,Very High,Medium,Yellow,Upright,No Object,Not Visible,Neutral,5,30,1.2
13,173,49,Male,32,Afternoon,High,Medium,Green,Upright,Bag,Partially Visible,Neutral,8,32,1.54
24,186,88,Male,59,Night,High,High,Green,Moving,No Object,Visible,Sad,11,45,1.44
24,151,88,Female,54,Morning,Medium,Medium,Red,Upright,Purse,Not Visible,Happy,9,11,1.56
8,159,79,Female,43,Evening,Medium,Low,Blue,Upright,Purse,Not Visible,Neutral,3,54,2.49
22,176,91,Male,13,Afternoon,Very High,Low,Red,Moving,No Object,Visible,Neutral,3,11,1.38
6,172,66,Female,16,Night,Very High,Medium,Red,Moving,No Object,Partially Visible,Sad,9,40,1.31
19,175,86,Female,33,Night,Medium,Low,Red,Bending,Purse,Visible,Neutral,8,16,1.83
21,170,81,Female,40,Night,Medium,Low,Green,Bending,Purse,Partially Visible,Sad,3,55,2.36
22,175,73,Male,43,Morning,Medium,Low,Yellow,Bending,Purse,Partially Visible,Neutral,6,37,2.14
9,172,53,Male,18,Afternoon,Medium,Low,Purple,Bending,Purse,Visible,Neutral,11,56,2.26
22,148,72,Female,54,Evening,Very High,High,Blue,Upright,No Object,Partially Visible,Sad,3,56,1.52
7,178,90,Female,35,Afternoon,Low,Low,Green,Upright,Bag,Visible,Neutral,4,19,2.27
15,165,94,Female,40,Evening,Medium,Low,Yellow,Upright,No Object,Partially Visible,Neutral,10,18,1.68
14,147,67,Female,13,Evening,Very High,Medium,Brown,Upright,Purse,Visible,Neutral,8,11,1.1
11,163,57,Female,51,Afternoon,Medium,Low,Purple,Upright,Bag,Not Visible,Happy,3,44,2.27
5,164,82,Female,38,Morning,Medium,Medium,Green,Upright,Bag,Partially Visible,Sad,4,6,1.42
20,148,48,Male,22,Night,Medium,Medium,Blue,Upright,No Object,Visible,Sad,10,15,1.52
11,189,52,Female,27,Night,Low,Low,Blue,Moving,No Object,Partially Visible,Neutral,4,54,2.68
18,155,73,Male,28,Night,Low,Medium,Brown,Moving,Purse,Visible,Happy,8,39,2.32
13,159,94,Female,13,Afternoon,Low,Low,Red,Bending,No Object,Partially Visible,Happy,6,29,2.3
12,164,61,Male,57,Afternoon,Low,Medium,Black,Mixed,Purse,Partially Visible,Happy,3,12,2.05
22,182,67,Female,50,Afternoon,Low,High,Green,Upright,Purse,Visible,Happy,5,51,2.5
6,178,61,Male,54,Morning,Medium,High,Purple,Upright,No Object,Visible,Neutral,8,51,1.99
19,179,67,Male,28,Morning,Low,Low,Purple,Upright,No Object,Visible,Sad,9,7,1.77
19,155,45,Male,38,Afternoon,Very High,Medium,Black,Bending,Purse,Partially Visible,Neutral,1,45,1.62
12,183,74,Male,33,Night,Low,High,Brown,Upright,Purse,Partially Visible,Neutral,10,23,1.69
10,182,74,Female,34,Morning,Medium,High,Green,Moving,No Object,Visible,Sad,3,42,1.86
5,165,60,Male,40,Evening,Very High,Low,Yellow,Upright,No Object,Visible,Sad,8,21,1.25
23,169,58,Female,33,Evening,Low,Medium,Green,Upright,No Object,Not Visible,Neutral,4,5,1.78
23,146,83,Female,49,Afternoon,Medium,Low,Yellow,Bending,Purse,Visible,Neutral,3,46,2.34
9,179,54,Female,14,Night,High,Low,Purple,Upright,Purse,Visible,Neutral,10,51,1.96
5,188,47,Male,21,Morning,Medium,Medium,Blue,Moving,Laptop,Partially Visible,Neutral,8,42,1.97
7,166,47,Male,54,Night,Low,Medium,Blue,Bending,Bag,Visible,Happy,11,13,1.87
6,169,89,Male,54,Evening,High,Low,Green,Moving,Purse,Not Visible,Neutral,1,29,1.8
21,167,63,Male,51,Afternoon,High,High,Yellow,Bending,Laptop,Visible,Neutral,3,34,1.65
22,148,50,Male,29,Night,Medium,Medium,Brown,Upright,No Object,Not Visible,Neutral,1,48,2.19
8,172,88,Female,33,Afternoon,Low,High,Blue,Upright,Purse,Visible,Sad,6,47,2.08
19,177,52,Male,13,Night,Low,High,Green,Moving,Purse,Visible,Sad,6,53,2.19
8,186,61,Male,25,Morning,High,High,Brown,Upright,Purse,Visible,Neutral,11,39,1.48
12,186,46,Male,46,Morning,Medium,High,Purple,Upright,Purse,Not Visible,Happy,3,56,2.19
16,167,78,Male,28,Evening,Low,Low,Black,Upright,No Object,Partially Visible,Happy,8,50,2.65
19,188,79,Male,35,Night,Medium,Low,Red,Bending,Laptop,Visible,Neutral,11,16,1.71
22,168,82,Male,17,Morning,Very High,High,Red,Upright,Laptop,Not Visible,Sad,1,43,1.32
5,173,58,Female,35,Night,Low,Low,Red,Mixed,Bag,Visible,Neutral,5,9,2.11
8,172,61,Female,46,Night,Low,Low,Red,Upright,No Object,Visible,Happy,5,46,2.74
10,189,91,Female,39,Afternoon,Medium,Medium,Green,Upright,Bag,Visible,Happy,1,17,1.99
11,178,86,Female,38,Night,High,Low,Blue,Upright,Purse,Not Visible,Happy,5,21,1.69
24,150,46,Female,55,Night,Medium,Low,Green,Upright,Purse,Visible,Neutral,3,36,2.25
20,148,79,Male,23,Morning,Very High,Medium,Yellow,Upright,No Object,Visible,Neutral,4,25,1.36
11,163,85,Male,26,Night,Low,Low,Black,Moving,Laptop,Not Visible,Happy,3,40,2.54
24,168,72,Male,41,Evening,Medium,Medium,Yellow,Upright,Purse,Partially Visible,Neutral,6,32,1.89
14,175,76,Male,35,Morning,Medium,Low,Black,Upright,Purse,Visible,Sad,5,39,2.1
15,166,45,Male,59,Evening,Medium,Medium,Blue,Upright,Bag,Partially Visible,Neutral,9,37,1.85
13,168,46,Male,14,Evening,Medium,Low,Purple,Upright,No Object,Visible,Happy,4,16,2.06
7,186,46,Male,17,Night,High,Medium,Black,Mixed,Purse,Visible,Neutral,8,43,1.89
23,160,52,Female,28,Night,Medium,Low,Yellow,Upright,No Object,Visible,Sad,6,57,2.42
5,167,94,Female,34,Afternoon,High,Low,Red,Moving,No Object,Partially Visible,Happy,4,35,2.06
8,170,76,Female,54,Afternoon,Low,High,Yellow,Upright,No Object,Partially Visible,Happy,10,38,2.08
9,166,84,Male,35,Morning,Medium,Low,Yellow,Upright,No Object,Visible,Neutral,9,44,2.19
10,188,59,Male,32,Morning,Medium,Medium,Blue,Moving,No Object,Visible,Neutral,6,9,1.67
7,188,91,Female,20,Evening,Medium,Low,Yellow,Upright,No Object,Visible,Sad,6,13,1.73
5,168,54,Male,32,Night,Low,Low,Yellow,Moving,No Object,Partially Visible,Neutral,9,35,2.25
18,165,90,Male,37,Morning,Very High,Low,Purple,Upright,Purse,Partially Visible,Happy,9,26,1.43
24,171,46,Male,40,Evening,Very High,High,Blue,Upright,No Object,Partially Visible,Sad,8,43,1.15
7,153,46,Male,41,Evening,High,Low,Purple,Mixed,No Object,Not Visible,Neutral,2,55,2.1
10,164,48,Female,32,Morning,Very High,Low,Yellow,Upright,No Object,Not Visible,Neutral,3,48,1.79
15,154,84,Female,19,Morning,Low,Medium,Green,Mixed,No Object,Not Visible,Happy,5,16,1.92
23,151,57,Male,19,Afternoon,Medium,Low,Green,Mixed,No Object,Partially Visible,Neutral,7,21,1.84
18,149,67,Male,19,Evening,Medium,High,Blue,Upright,Bag,Visible,Sad,5,12,1.31
20,171,68,Female,41,Afternoon,Very High,High,Black,Upright,Purse,Partially Visible,Happy,10,10,0.9
16,145,84,Female,53,Night,Low,Medium,Purple,Moving,No Object,Visible,Neutral,4,45,2.48
13,174,62,Female,54,Afternoon,Low,Medium,Yellow,Upright,Purse,Visible,Sad,6,43,2.33
8,164,45,Male,26,Morning,High,Low,Blue,Moving,No Object,Visible,Neutral,8,15,1.65
22,161,64,Female,15,Morning,Low,High,Red,Upright,Purse,Visible,Happy,5,43,2.34
21,179,59,Female,42,Afternoon,High,Medium,Red,Upright,Bag,Partially Visible,Happy,7,30,1.73
5,169,81,Female,13,Afternoon,Medium,Low,Brown,Bending,No Object,Visible,Neutral,8,53,2.4
19,178,82,Male,42,Evening,High,High,Green,Moving,No Object,Visible,Neutral,5,44,1.71
6,176,49,Female,30,Afternoon,Very High,High,Yellow,Moving,Purse,Not Visible,Happy,11,19,0.87
19,146,84,Male,52,Morning,High,Medium,Yellow,Bending,No Object,Partially Visible,Happy,6,31,1.76
21,154,48,Male,42,Morning,Low,Low,Blue,Upright,No Object,Visible,Neutral,9,17,2.27
7,170,75,Female,47,Evening,Low,Medium,Brown,Upright,Purse,Visible,Neutral,8,54,2.53
13,188,64,Female,31,Afternoon,Low,High,Yellow,Upright,Purse,Visible,Happy,9,33,2.08
7,151,60,Male,52,Evening,Low,Medium,Purple,Upright,No Object,Not Visible,Neutral,8,53,2.32
16,149,69,Male,37,Night,Medium,Low,Yellow,Upright,Laptop,Visible,Neutral,6,33,2.17
23,187,60,Male,42,Afternoon,Medium,Low,Green,Bending,No Object,Not Visible,Happy,9,32,2.0
6,188,84,Male,29,Evening,Low,Low,Purple,Upright,No Object,Visible,Happy,6,15,2.28
12,152,93,Female,33,Night,Low,Low,Blue,Upright,Purse,Partially Visible,Sad,10,57,2.43
24,163,85,Male,52,Morning,Very High,High,Yellow,Bending,Purse,Visible,Sad,6,41,1.23
11,173,66,Female,30,Evening,Low,Low,Green,Upright,Purse,Visible,Neutral,9,21,2.15
7,153,70,Male,13,Afternoon,Medium,Low,Purple,Mixed,Purse,Visible,Sad,3,51,2.42
14,159,67,Female,30,Evening,Medium,High,Yellow,Upright,Purse,Visible,Neutral,2,17,1.66
15,162,84,Female,30,Evening,Low,Medium,Brown,Upright,Laptop,Not Visible,Sad,7,10,1.58
18,173,72,Female,32,Morning,Very High,Low,Blue,Moving,Purse,Partially Visible,Sad,10,41,1.49
11,158,68,Female,15,Morning,Low,High,Blue,Bending,No Object,Visible,Neutral,9,46,2.14
24,163,65,Female,18,Morning,High,Low,Purple,Moving,Purse,Partially Visible,Neutral,4,36,1.9
15,158,63,Female,27,Morning,High,High,Yellow,Upright,No Object,Visible,Happy,10,44,1.66
10,179,72,Female,32,Morning,High,Low,Black,Upright,Purse,Not Visible,Neutral,8,18,1.44
24,151,79,Male,13,Evening,High,Medium,Purple,Bending,No Object,Visible,Neutral,7,20,1.57
23,155,66,Female,30,Night,High,Medium,Yellow,Upright,No Object,Visible,Neutral,11,25,1.44
14,156,85,Female,27,Afternoon,Medium,Low,Green,Bending,Purse,Visible,Happy,9,16,1.94
5,185,86,Male,13,Night,Medium,Medium,Yellow,Upright,Purse,Visible,Sad,4,17,1.65
16,187,66,Female,24,Evening,High,Low,Yellow,Upright,No Object,Not Visible,Sad,1,7,1.35
16,167,90,Male,25,Night,Medium,Medium,Black,Upright,No Object,Visible,Happy,3,18,1.91
7,152,53,Female,18,Evening,Medium,Low,Red,Moving,Laptop,Visible,Neutral,2,35,2.3
17,179,91,Female,48,Morning,Low,High,Yellow,Upright,Bag,Not Visible,Sad,3,25,1.7
21,167,59,Female,15,Evening,Medium,Medium,Green,Mixed,No Object,Visible,Neutral,6,28,1.95
7,183,73,Female,39,Evening,Medium,Medium,Green,Upright,No Object,Visible,Sad,11,55,2.02
19,161,59,Male,43,Evening,Low,Low,Brown,Upright,No Object,Partially Visible,Neutral,8,5,1.83
7,189,67,Male,50,Night,Medium,Medium,Yellow,Upright,No Object,Visible,Happy,5,50,2.36
19,181,62,Female,38,Morning,Low,Medium,Red,Bending,No Object,Not Visible,Neutral,3,6,1.76
13,155,80,Male,38,Evening,Medium,Low,Yellow,Moving,Laptop,Partially Visible,Neutral,9,33,2.05
5,177,49,Female,48,Night,High,Medium,Green,Upright,Purse,Visible,Happy,7,12,1.44
24,157,86,Male,52,Morning,Medium,Low,Black,Upright,No Object,Visible,Neutral,1,31,2.28
8,160,90,Female,22,Afternoon,High,Low,Purple,Moving,No Object,Visible,Neutral,6,54,2.13
16,156,73,Female,50,Night,Low,Medium,Blue,Upright,No Object,Partially Visible,Neutral,2,6,1.91
8,175,72,Female,34,Morning,Low,Low,Blue,Bending,Purse,Partially Visible,Neutral,6,32,2.29
23,156,79,Female,16,Morning,High,Low,Purple,Moving,No Object,Partially Visible,Neutral,1,30,1.85
19,173,54,Male,41,Night,High,Medium,Green,Upright,No Object,Visible,Neutral,3,29,1.68
21,171,82,Male,58,Morning,High,Medium,Purple,Bending,Purse,Partially Visible,Neutral,9,39,1.68
13,178,55,Male,18,Evening,High,Low,Green,Moving,No Object,Visible,Neutral,2,22,1.77
14,189,78,Female,12,Night,High,Low,Brown,Upright,Purse,Not Visible,Sad,2,47,1.96
17,145,60,Female,55,Afternoon,High,Medium,Black,Upright,Laptop,Visible,Sad,3,18,1.44
20,189,82,Female,40,Afternoon,High,Medium,Purple,Upright,No Object,Not Visible,Neutral,11,24,1.26
21,149,84,Male,22,Afternoon,High,Medium,Black,Moving,No Object,Visible,Neutral,11,30,1.49
5,168,55,Female,50,Afternoon,Low,Medium,Black,Bending,Laptop,Visible,Sad,8,55,2.32
18,160,75,Male,30,Afternoon,Low,High,Black,Upright,No Object,Visible,Happy,9,34,2.06
7,173,69,Male,27,Evening,Medium,High,Green,Upright,No Object,Not Visible,Happy,11,51,1.89
10,177,59,Male,25,Night,Medium,Low,Black,Upright,Laptop,Not Visible,Happy,4,12,1.84
21,183,74,Female,40,Night,High,Low,Black,Upright,Purse,Partially Visible,Neutral,5,9,1.51
10,163,94,Male,18,Night,Medium,Low,Yellow,Upright,Bag,Visible,Neutral,1,32,2.27
20,186,45,Female,29,Morning,Medium,Low,Red,Upright,No Object,Partially Visible,Neutral,6,54,2.41
14,159,92,Female,26,Afternoon,High,Low,Black,Upright,No Object,Visible,Neutral,11,17,1.53
9,154,87,Female,14,Night,Low,High,Black,Bending,No Object,Partially Visible,Happy,1,17,1.96
11,162,71,Female,48,Evening,High,Low,Yellow,Bending,No Object,Visible,Neutral,8,13,1.49
15,168,75,Male,12,Afternoon,Low,Low,Brown,Upright,Purse,Not Visible,Happy,6,55,2.73
20,175,63,Male,58,Afternoon,Medium,Medium,Black,Bending,No Object,Partially Visible,Neutral,11,10,1.35
17,182,51,Female,16,Morning,Medium,High,Red,Upright,No Object,Visible,Happy,7,39,1.99
23,155,73,Female,29,Afternoon,Medium,Low,Green,Upright,No Object,Partially Visible,Happy,5,25,2.1
22,158,85,Female,16,Afternoon,Low,High,Blue,Mixed,No Object,Visible,Happy,2,27,2.16
20,187,56,Female,29,Afternoon,Low,High,Blue,Bending,No Object,Visible,Neutral,7,44,2.19
17,164,80,Male,41,Evening,Medium,Medium,Yellow,Upright,Purse,Visible,Happy,11,29,1.94
10,155,82,Male,16,Afternoon,Medium,Medium,Black,Upright,No Object,Visible,Neutral,1,6,1.74
13,189,82,Male,37,Morning,High,Medium,Yellow,Bending,Purse,Visible,Sad,1,35,1.78
7,165,62,Male,49,Night,Low,Low,Red,Upright,No Object,Partially Visible,Neutral,10,6,1.87
12,189,64,Female,33,Afternoon,Medium,Medium,Purple,Mixed,No Object,Partially Visible,Happy,3,51,2.28
23,186,65,Female,17,Afternoon,Low,Low,Black,Upright,Bag,Visible,Neutral,7,57,2.67
13,185,87,Female,45,Evening,Very High,Medium,Blue,Upright,Bag,Not Visible,Happy,7,51,1.64
7,171,90,Female,20,Evening,High,High,Green,Bending,No Object,Not Visible,Sad,6,27,1.24
18,180,65,Male,12,Evening,Very High,Low,Yellow,Bending,No Object,Visible,Neutral,6,27,1.6
24,188,93,Female,32,Morning,Very High,Medium,Brown,Upright,Laptop,Visible,Neutral,8,37,1.38
22,157,73,Male,25,Evening,Medium,Low,Blue,Mixed,Purse,Not Visible,Happy,3,51,2.44
10,146,64,Male,13,Morning,High,Low,Purple,Mixed,No Object,Visible,Neutral,2,46,2.14
14,159,45,Male,49,Night,Medium,Medium,Red,Upright,No Object,Visible,Neutral,11,30,1.77
15,173,75,Female,40,Afternoon,Very High,Low,Blue,Upright,No Object,Not Visible,Happy,1,49,2.04
9,169,77,Female,55,Afternoon,Medium,High,Yellow,Upright,Purse,Partially Visible,Neutral,3,27,1.75
10,148,93,Female,35,Afternoon,Medium,Low,Black,Bending,Purse,Not Visible,Neutral,9,47,2.12
9,170,80,Female,33,Afternoon,Very High,High,Black,Bending,No Object,Not Visible,Sad,7,18,0.73
24,152,46,Male,52,Evening,High,Low,Purple,Upright,No Object,Visible,Sad,4,29,1.77
19,167,73,Male,15,Afternoon,Very High,Low,Yellow,Mixed,No Object,Partially Visible,Happy,2,50,2.09
